filename,volume #,,first page,last page,page range,creator,title,rights,webstatement,subject,keywords,createdate,publisher,date.copyright,identifier.issn,identifier.uri,identifier,relation.isFormatOf,relation.isPartOf,source,description
MSR_XIII-2_2009-Bori_pp47-67.pdf,13.2,,47,67,47-67,Caterina Bori,"The Collection and Edition of Ibn Taymiyah's Works: Concerns of a Disciple (MSR XIII.2, 2009)",©2009 by Caterina Bori. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, religion, Islam",mamluk; Egypt; Syria; sultanate; Middle East; history; religion; Islam,2009:09:30 14:55:11-05:00,The Middle East Documentation Center (MEDOC),2009,1947-2404,,,,doi:10.6082/M1S180KZ,doi:10.6082/M1S180KZ,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIII-2_2009-McGregor_pp69-83.pdf,13.2,,69,83,69-83,Richard McGregor,"The Problem of Sufism (MSR XIII.2, 2009)",©2009 by Richard McGregor. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Sufism, Islam",mamluk; Egypt; Syria; sultanate; Middle East; history; Sufism; Islam,2009:09:30 14:55:11-05:00,The Middle East Documentation Center (MEDOC),2009,1947-2404,,,,doi:10.6082/M1S180KZ,doi:10.6082/M1S180KZ,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIII-2_2009-Thomas_pp85-103.pdf,13.2,,85,103,85-103,David Thomas,Idealism and Intransigence: A Christian-Muslim Encounter in Early Mamluk Times,©2009 by David Thomas. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, religion, Islam, Christianity",mamluk; Egypt; Syria; sultanate; Middle East; history; religion; Islam; Christianity,2009:09:30 14:55:11-05:00,The Middle East Documentation Center (MEDOC),2009,1947-2404,,,,doi:10.6082/M1S180KZ,doi:10.6082/M1S180KZ,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIII-2_2009-Hunt_pp105-132.pdf,13.2,,105,132,105-132,Lucy-Anne Hunt,"A Christian Arab Gospel Book in its Mamluk Context (MSR XIII.2, 2009)",©2009 by Lucy-Anne Hunt. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, religion, Islam, Christianity",mamluk; Egypt; Syria; sultanate; Middle East; history; religion; Islam; Christianity,2009:09:30 14:55:11-05:00,The Middle East Documentation Center (MEDOC),2009,1947-2404,,,,doi:10.6082/M1S180KZ,doi:10.6082/M1S180KZ,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIII-2_2009-Rustow_pp133-159.pdf,13.2,,133,159,133-159,Marina Rustow,"At the Limits of Communal Autonomy: Jewish Bids for Intervention from the Mamluk State (MSR XIII.2, 2009)",©2009 by Marina Rustow. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, religion",mamluk; Egypt; Syria; sultanate; Middle East; history; religion,2009:09:30 14:55:11-05:00,The Middle East Documentation Center (MEDOC),2009,1947-2404,,,,doi:10.6082/M1S180KZ,doi:10.6082/M1S180KZ,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIII-2_2009-BookReviews_pp161-178.pdf,13.2,,161,178,161-178,"Th. Emil Homerin, Paul M. Cobb, Albrecht Fuess, Igarashi Daisuke, Zayde Antrim, Geert Jan van Gelder, Li Guo","Book Reviews (MSR XIII. 2, 2009)",©2009 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2009:09:30 14:55:11-05:00,The Middle East Documentation Center (MEDOC),2009,1947-2404,,,,doi:10.6082/M1S180KZ,doi:10.6082/M1S180KZ,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_XIV_2010.pdf,14,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review, Vol. XIV (2010)",©2010 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,http://hdl.handle.net/11417/468,doi:10.6082/M1N877WP,,,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Berkey-pp1-17.pdf,14,,1,17,1-17,Jonathan P. Berkey,"Al-Subki and His Women (MSR XIV, 2010)",©2010 by Jonathan P. Berkey. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, women, gender",mamluk; Egypt; Syria; sultanate; Middle East; history; women; gender,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Homerin-pp19-28.pdf,14,,19,28,19-28,Th. Emil Homerin,"""Our Sorry State!"": Al-Busiri's Lamentations on Life and an Appeal for Cash (MSR XIV, 2010)",©2010 by Th. Emil Homerin. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Broadbridge-pp29-42.pdf,14,,29,42,29-42,Anne F. Broadbridge,"Spy or Rebel? The Curious Incident of the Temurid Sultan-Husayn's Defection to the Mamluks at Damascus in 803/1400-1  (MSR XIV, 2010)",©2010 by Anne F. Broadbridge. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Timurids, defection",mamluk; Egypt; Syria; sultanate; Middle East; history; Timurids; defection,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Guo-pp43-62.pdf,14,,43,62,43-62,Li Guo,"Mamluk Historical Rajaz Poetry: Ibn Daniyal's Judge List and Its Later Adaptations (MSR XIV, 2010)",©2010 by Li Guo. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, literature, poetry, Arabic, law",mamluk; Egypt; Syria; sultanate; Middle East; history; literature; poetry; Arabic; law,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Levanoni-pp63-83.pdf,14,,63,83,63-83,Amalia Levanoni,"Who Were the ""Salt of the Earth"" in Fifteenth-Century Egypt? (MSR XIV, 2010)",©2010 by Amalia Levanoni. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Daisuke-pp85-108.pdf,14,,85,108,85-108,Igarashi Daisuke,"The Evolution of the Sultanic Fisc and al-Dhakirah during the Circassian Mamluk Period (MSR XIV, 2010)",©2010 by Igarashi Daisuke. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics",mamluk; Egypt; Syria; sultanate; Middle East; history; economics,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Walker-pp109-157.pdf,14,,109,157,109-157,Bethany J. Walker,"From Ceramics to Social Theory: Reflections on Mamluk Archaeology Today (MSR XIV, 2010)",©2010 by Bethany J. Walker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, archaeology, ceramics",mamluk; Egypt; Syria; sultanate; Middle East; history; archaeology; ceramics,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Bauden-pp159-232.pdf,14,,159,232,159-232,Frederic Bauden,"Maqriziana IX: Should al-Maqrizi Be Thrown Out with the Bath Water? The Question of His Plagiarism of al-Awhadi's Khitat and the Documentary Evidence (MSR XIV, 2010)",©2010 by Frederic Bauden. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi",mamluk; Egypt; Syria; sultanate; Middle East; history; al-Maqrizi,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-BookReviews_pp233-253.pdf,14,,233,253,233-253,"Everett K. Rowson, Thomas T. Allsen, Th. Emil Homerin, John Rodenbeck","Book Reviews (MSR XIV, 2010)",©2010 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XIV_2010-Petry_Publications_ppvii-xi.pdf,14,,vii-xi,viixi,vii-xi,Middle East Documentation Center,"Bibliography of Carl F. Petry's Publications (MSR XIV, 2010)",©2010 by The Middle East Documentation Center (MEDOC). This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2010:05:27 11:38:20-05:00,The Middle East Documentation Center (MEDOC),2010,1947-2404,,,,doi:10.6082/M1N877WP,doi:10.6082/M1N877WP,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_XV_2011.pdf,15,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,Mamlūk Studies Review XV (2011),©2011 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2011:09:07 15:04:12-05:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,http://hdl.handle.net/11417/473,doi:10.6082/M10G3H74,,,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_Broadbridge_pp1-18.pdf,15,,1,18,1-18,Anne F. Broadbridge,"Sending Home for Mom and Dad: The Extended Family Impulse in Mamluk Politics (MSR XV, 2011)",©2011 by Anne F. Broadbridge. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:01:11 16:56:23-06:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_Perho_pp19-35.pdf,15,,19,35,19-35,Irmeli Perho,"Climbing the Ladder: Social Mobility in the Mamluk Period (MSR XV, 2011)",©2011 by Irmeli Perho. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:01:11 16:57:08-06:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_Levanoni_pp37-65.pdf,15,,37,65,37-65,Amalia Levanoni,"The Halqah in the Mamluk Army: Why Was It Not Dissolved When It Reached Its Nadir? (MSR XV, 2011)",©2011 by Amalia Levanoni. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, military","mamluk, Egypt, Syria, Middle, East, history, military",2012:01:11 16:57:37-06:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_Tezcan_pp67-86.pdf,15,,67,86,67-86,Baki Tezcan,"Hanafism and the Turks in al-Tarasusi's Gift for the Turks (1352) (MSR XV, 2011)",©2011 by Baki Tezcan. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:01:11 16:58:06-06:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_Petry_pp87-115.pdf,15,,87,115,87-115,Carl F. Petry,"The Politics of Insult (MSR XV, 2011)",©2011 by Carl F. Petry. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, politics","mamluk, Egypt, Syria, Middle, East, history, politics",2012:01:11 16:58:32-06:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_VanSteenbergen_pp117-152.pdf,15,,117,152,117-152,Jo Van Steenbergen,"On the Brink of a New Era? Yalbugha al-Khassaki (d. 1366) and the Yalbughawiyah (MSR XV, 2011)",©2011 by Jo Van Steenbergen. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:01:11 16:59:11-06:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XV_2011_BookReviews.pdf,15,,153,169,153-169,"Robert Irwin, Paul E. Walker, Yossef Rapoport, Warren C. Schultz, Bernard O'Kane, John Rodenbeck","Book Reviews (MSR XV, 2011)",©2011 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2011:09:07 15:04:12-05:00,The Middle East Documentation Center (MEDOC),2011,1947-2404,,,,doi:10.6082/M10G3H74,doi:10.6082/M10G3H74,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_XVI_2012.pdf,16,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,Mamlūk Studies Review XVI (2012),©2012 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,http://hdl.handle.net/11417/472,doi:10.6082/M14747X0,,,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XVI_2012_Holtzman_pp1-54.pdf,16,,1,54,1-54,Livnat Holtzman,"The Dhimmi's Question on Predetermination and the Ulama's Six Responses: The Dynamics of Composing Polemical Didactic Poems in Mamluk Cairo and Damascus  (MSR XVI, 2012)",©2012 by Livnat Holtzman. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,,,,doi:10.6082/M14747X0,doi:10.6082/M14747X0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XVI_2012_Yosef_pp55-69.pdf,16,,55,69,55-69,Koby Yosef,"Mamluks and Their Relatives in the Period of the Mamluk Sultanate (1250-1517) (MSR XVI, 2012)",©2012 by Koby Yosef. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,,,,doi:10.6082/M14747X0,doi:10.6082/M14747X0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XVI_2012_Rapoport_pp71-102.pdf,16,,71,102,71-102,Yossef Rapoport,"Royal Justice and Religious Law: Siyasah and Shari'ah under the Mamluks (MSR XVI, 2012)",©2012 by Yossef Rapoport. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, law, justice, religion","mamluk, Egypt, Syria, Middle, East, history, law, justice, religion",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,,,,doi:10.6082/M14747X0,doi:10.6082/M14747X0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XVI_2012_Tramontana_pp103-122.pdf,16,,103,122,103-122,Felicita Tramontana,"Khubz as Iqta' in Four Authors from the Ayyubid and Early Mamluk Periods (MSR XVI, 2012)",©2012 by Felicita Tramontana. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,,,,doi:10.6082/M14747X0,doi:10.6082/M14747X0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XVI_2012_Ibrahim_pp123-142.pdf,16,,123,142,123-142,Mahmood Ibrahim,"The 727/1327 Silk Weavers' Rebellion in Alexandria: Religious Xenophobia, Homophobia, or Economic Grievances (MSR XVI, 2012)",©2012 by Mahmood Ibrahim. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, economics, homosexuality, religion","mamluk, Egypt, Syria, Middle, East, history, economics, homosexuality, religion",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,,,,doi:10.6082/M14747X0,doi:10.6082/M14747X0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_XVI_2012_Smith_pp143-161.pdf,16,,143,161,143-161,Martyn Smith,"Finding Meaning in the City: al-Maqrizi's Use of Poetry in the Khitat (MSR XVI, 2012)",©2012 by Martyn Smith. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, poetry, al-Maqrizi","mamluk, Egypt, Syria, Middle, East, history, poetry, al-Maqrizi",2012:11:07 13:20:28-06:00,The Middle East Documentation Center (MEDOC),2012,1947-2404,,,,doi:10.6082/M14747X0,doi:10.6082/M14747X0,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
